"KPI_ID","Order","Strategy","Objective","KPI_Name","Unit","Direction","Baseline","Target","Actual","Status","Responsible_Dept","Note_Revision"
"KPI66-01","1","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","จำนวนอำเภอที่ผ่านเกณฑ์คุณภาพการพัฒนาคุณภาพชีวิต","อำเภอ","ยิ่งมากยิ่งดี","19","20","25","บรรลุเป้าหมาย","กลุ่มงานพัฒนาคุณภาพและรูปแบบบริการ",""
"KPI66-02","2","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","ร้อยละตำบลผ่านเกณฑ์ ตำบลจัดการคุณภาพชีวิต","ร้อยละ","ยิ่งมากยิ่งดี","100","80","100","บรรลุเป้าหมาย","กลุ่มงานพัฒนาคุณภาพและรูปแบบบริการ",""
"KPI66-03","3","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","ร้อยละของหญิงตั้งครรภ์และหญิงหลังคลอดได้รับการดูแลตามเกณฑ์คุณภาพ","ร้อยละ","ยิ่งมากยิ่งดี","","90","91.20","บรรลุเป้าหมาย","กลุ่มงานส่งเสริมสุขภาพ",""
"KPI66-04","4","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","อัตราส่วนการตายมารดา ไม่เกิน 17 ต่อแสนการเกิดมีชีพ","ต่อแสนการเกิดมีชีพ","ยิ่งน้อยยิ่งดี","33.32","16","10.14","บรรลุเป้าหมาย","กลุ่มงานส่งเสริมสุขภาพ",""
"KPI66-05","5","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","อัตราตายของทารกแรกเกิดไม่เกิน 3.6 ต่อพันการเกิดมีชีพ","ต่อพันการเกิดมีชีพ","ยิ่งน้อยยิ่งดี","2.7","3.5","3.12","บรรลุเป้าหมาย","กลุ่มงานส่งเสริมสุขภาพ",""
"KPI66-06","6","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","ร้อยละเด็กปฐมวัยมีพัฒนาการสมวัย","ร้อยละ","ยิ่งมากยิ่งดี","98.99","85","76.36","ไม่บรรลุเป้าหมาย","กลุ่มงานส่งเสริมสุขภาพ",""
"KPI66-07","7","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","ร้อยละเด็กอายุ 0-5 ปี สูงดีสมส่วน","ร้อยละ","ยิ่งมากยิ่งดี","73.13","74","67.23","ไม่บรรลุเป้าหมาย","กลุ่มงานส่งเสริมสุขภาพ",""
"KPI66-08","8","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","ความสำเร็จของการส่งเสริมสุขภาพเด็กวัยเรียน","ร้อยละ","ยิ่งมากยิ่งดี","71.2","72","73.50","บรรลุเป้าหมาย","กลุ่มงานส่งเสริมสุขภาพ",""
"KPI66-09","9","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","ร้อยละของประชาชนวัยทำงานอายุ 18-59 ปี มี BMI ปกติ","ร้อยละ","ยิ่งมากยิ่งดี","56.50","56","57.10","บรรลุเป้าหมาย","กลุ่มงานควบคุมโรคไม่ติดต่อ",""
"KPI66-10","10","ยุทธศาสตร์ที่ 1","เป้าประสงค์ที่ 1","ความสำเร็จการส่งเสริมสุขภาพและป้องกันโรคกลุ่มอาการความเสื่อม (Geriatric Syndromes) ในผู้สูงอายุกลุ่มติดสังคม","ร้อยละ","ยิ่งมากยิ่งดี","82.00","55","58.20","บรรลุเป้าหมาย","กลุ่มงานส่งเสริมสุขภาพ",""
